Date,Petrol Price,Diesel Price
2022-12-17,96.72,89.62
2022-12-18,96.72,89.62
2022-12-19,96.72,89.62
2022-12-20,96.72,89.62
2022-12-21,96.72,89.62
2022-12-22,96.72,89.62
2022-12-23,96.72,89.62
2022-12-24,96.72,89.62
2022-12-25,96.72,89.62
2022-12-26,96.72,89.62
2022-12-27,96.72,89.62
2022-12-28,96.72,89.62
2022-12-29,96.72,89.62
2022-12-30,96.72,89.62
2022-12-31,96.72,89.62
2023-01-01,96.72,89.62
2023-01-02,96.72,89.62
2023-01-03,96.72,89.62
2023-01-04,96.72,89.62
2023-01-05,96.72,89.62
2023-01-06,96.72,89.62
2023-01-07,96.72,89.62
2023-01-08,96.72,89.62
2023-01-09,96.72,89.62
2023-01-10,96.72,89.62
2023-01-11,96.72,89.62
2023-01-12,96.72,89.62
2023-01-13,96.72,89.62
2023-01-14,96.72,89.62
2023-01-15,96.72,89.62
2023-01-16,96.72,89.62
2023-01-17,96.72,89.62
2023-01-18,96.72,89.62
2023-01-19,96.72,89.62
2023-01-20,96.72,89.62
2023-01-21,96.72,89.62
2023-01-22,96.72,89.62
2023-01-23,96.72,89.62
2023-01-24,96.72,89.62
2023-01-25,96.72,89.62
2023-01-26,96.72,89.62
2023-01-27,96.72,89.62
2023-01-28,96.72,89.62
2023-01-29,96.72,89.62
2023-01-30,96.72,89.62
2023-01-31,96.72,89.62
2023-02-01,96.72,89.62
2023-02-02,96.72,89.62
2023-02-03,96.72,89.62
2023-02-04,96.72,89.62
2023-02-05,96.72,89.62
2023-02-06,96.72,89.62
2023-02-07,96.72,89.62
2023-02-08,96.72,89.62
2023-02-09,96.72,89.62
2023-02-10,96.72,89.62
2023-02-11,96.72,89.62
2023-02-12,96.72,89.62
2023-02-13,96.72,89.62
2023-02-14,96.72,89.62
2023-02-15,96.72,89.62
2023-02-16,96.72,89.62
2023-02-17,96.72,89.62
2023-02-18,96.72,89.62
2023-02-19,96.72,89.62
2023-02-20,96.72,89.62
2023-02-21,96.72,89.62
2023-02-22,96.72,89.62
2023-02-23,96.72,89.62
2023-02-24,96.72,89.62
2023-02-25,96.72,89.62
2023-02-26,96.72,89.62
2023-02-27,96.72,89.62
2023-02-28,96.72,89.62
2023-03-01,96.72,89.62
2023-03-02,96.72,89.62
2023-03-03,96.72,89.62
2023-03-04,96.72,89.62
2023-03-05,96.72,89.62
2023-03-06,96.72,89.62
2023-03-07,96.72,89.62
2023-03-08,96.72,89.62
2023-03-09,96.72,89.62
2023-03-10,96.72,89.62
2023-03-11,96.72,89.62
2023-03-12,96.72,89.62
2023-03-13,96.72,89.62
2023-03-14,96.72,89.62
2023-03-15,96.72,89.62
2023-03-16,96.72,89.62
2023-03-17,96.72,89.62
2023-03-18,96.72,89.62
2023-03-19,96.72,89.62
2023-03-20,96.72,89.62
2023-03-21,96.72,89.62
2023-03-22,96.72,89.62
2023-03-23,96.72,89.62
2023-03-24,96.72,89.62
2023-03-25,96.72,89.62
2023-03-26,96.72,89.62
2023-03-27,96.72,89.62
2023-03-28,96.72,89.62
2023-03-29,96.72,89.62
2023-03-30,96.72,89.62
2023-03-31,96.72,89.62
2023-04-01,96.72,89.62
2023-04-02,96.72,89.62
2023-04-03,96.72,89.62
2023-04-04,96.72,89.62
2023-04-05,96.72,89.62
2023-04-06,96.72,89.62
2023-04-07,96.72,89.62
2023-04-08,96.72,89.62
2023-04-09,96.72,89.62
2023-04-10,96.72,89.62
2023-04-11,96.72,89.62
2023-04-12,96.72,89.62
2023-04-13,96.72,89.62
2023-04-14,96.72,89.62
2023-04-15,96.72,89.62
2023-04-16,96.72,89.62
2023-04-17,96.72,89.62
2023-04-18,96.72,89.62
2023-04-19,96.72,89.62
2023-04-20,96.72,89.62
2023-04-21,96.72,89.62
2023-04-22,96.72,89.62
2023-04-23,96.72,89.62
2023-04-24,96.72,89.62
2023-04-25,96.72,89.62
2023-04-26,96.72,89.62
2023-04-27,96.72,89.62
2023-04-28,96.72,89.62
2023-04-29,96.72,89.62
2023-04-30,96.72,89.62
2023-05-01,96.72,89.62
2023-05-02,96.72,89.62
2023-05-03,96.72,89.62
2023-05-04,96.72,89.62
2023-05-05,96.72,89.62
2023-05-06,96.72,89.62
2023-05-07,96.72,89.62
2023-05-08,96.72,89.62
2023-05-09,96.72,89.62
2023-05-10,96.72,89.62
2023-05-11,96.72,89.62
2023-05-12,96.72,89.62
2023-05-13,96.72,89.62
2023-05-14,96.72,89.62
2023-05-15,96.72,89.62
2023-05-16,96.72,89.62
2023-05-17,96.72,89.62
2023-05-18,96.72,89.62
2023-05-19,96.72,89.62
2023-05-20,96.72,89.62
2023-05-21,96.72,89.62
2023-05-22,96.72,89.62
2023-05-23,96.72,89.62
2023-05-24,96.72,89.62
2023-05-25,96.72,89.62
2023-05-26,96.72,89.62
2023-05-27,96.72,89.62
2023-05-28,96.72,89.62
2023-05-29,96.72,89.62
2023-05-30,96.72,89.62
2023-05-31,96.72,89.62
2023-06-01,96.72,89.62
2023-06-02,96.72,89.62
2023-06-03,96.72,89.62
2023-06-04,96.72,89.62
2023-06-05,96.72,89.62
2023-06-06,96.72,89.62
2023-06-07,96.72,89.62
2023-06-08,96.72,89.62
2023-06-09,96.72,89.62
2023-06-10,96.72,89.62
2023-06-11,96.72,89.62
2023-06-12,96.72,89.62
2023-06-13,96.72,89.62
2023-06-14,96.72,89.62
2023-06-15,96.72,89.62
2023-06-16,96.72,89.62
2023-06-17,96.72,89.62
2023-06-18,96.72,89.62
2023-06-19,96.72,89.62
2023-06-20,96.72,89.62
2023-06-21,96.72,89.62
2023-06-22,96.72,89.62
2023-06-23,96.72,89.62
2023-06-24,96.72,89.62
2023-06-25,96.72,89.62
2023-06-26,96.72,89.62
2023-06-27,96.72,89.62
2023-06-28,96.72,89.62
2023-06-29,96.72,89.62
2023-06-30,96.72,89.62
2023-07-01,96.72,89.62
2023-07-02,96.72,89.62
2023-07-03,96.72,89.62
2023-07-04,96.72,89.62
2023-07-05,96.72,89.62
2023-07-06,96.72,89.62
2023-07-07,96.72,89.62
2023-07-08,96.72,89.62
2023-07-09,96.72,89.62
2023-07-10,96.72,89.62
2023-07-11,96.72,89.62
2023-07-12,96.72,89.62
2023-07-13,96.72,89.62
2023-07-14,96.72,89.62
2023-07-15,96.72,89.62
2023-07-16,96.72,89.62
2023-07-17,96.72,89.62
2023-07-18,96.72,89.62
2023-07-19,96.72,89.62
2023-07-20,96.72,89.62
2023-07-21,96.72,89.62
2023-07-22,96.72,89.62
2023-07-23,96.72,89.62
2023-07-24,96.72,89.62
2023-07-25,96.72,89.62
2023-07-26,96.72,89.62
2023-07-27,96.72,89.62
2023-07-28,96.72,89.62
2023-07-29,96.72,89.62
2023-07-30,96.72,89.62
2023-07-31,96.72,89.62
2023-08-01,96.72,89.62
2023-08-02,96.72,89.62
2023-08-03,96.72,89.62
2023-08-04,96.72,89.62
2023-08-05,96.72,89.62
2023-08-06,96.72,89.62
2023-08-07,96.72,89.62
2023-08-08,96.72,89.62
2023-08-09,96.72,89.62
2023-08-10,96.72,89.62
2023-08-11,96.72,89.62
2023-08-12,96.72,89.62
2023-08-13,96.72,89.62
2023-08-14,96.72,89.62
2023-08-15,96.72,89.62
2023-08-16,96.72,89.62
2023-08-17,96.72,89.62
2023-08-18,96.72,89.62
2023-08-19,96.72,89.62
2023-08-20,96.72,89.62
2023-08-21,96.72,89.62
2023-08-22,96.72,89.62
2023-08-23,96.72,89.62
2023-08-24,96.72,89.62
2023-08-25,96.72,89.62
2023-08-26,96.72,89.62
2023-08-27,96.72,89.62
2023-08-28,96.72,89.62
2023-08-29,96.72,89.62
2023-08-30,96.72,89.62
2023-08-31,96.72,89.62
2023-09-01,96.72,89.62
2023-09-02,96.72,89.62
2023-09-03,96.72,89.62
2023-09-04,96.72,89.62
2023-09-05,96.72,89.62
2023-09-06,96.72,89.62
2023-09-07,96.72,89.62
2023-09-08,96.72,89.62
2023-09-09,96.72,89.62
2023-09-10,96.72,89.62
2023-09-11,96.72,89.62
2023-09-12,96.72,89.62
2023-09-13,96.72,89.62
2023-09-14,96.72,89.62
2023-09-15,96.72,89.62
2023-09-16,96.72,89.62
2023-09-17,96.72,89.62
2023-09-18,96.72,89.62
2023-09-19,96.72,89.62
2023-09-20,96.72,89.62
2023-09-21,96.72,89.62
2023-09-22,96.72,89.62
2023-09-23,96.72,89.62
2023-09-24,96.72,89.62
2023-09-25,96.72,89.62
2023-09-26,96.72,89.62
2023-09-27,96.72,89.62
2023-09-28,96.72,89.62
2023-09-29,96.72,89.62
2023-09-30,96.72,89.62
2023-10-01,96.72,89.62
2023-10-02,96.72,89.62
2023-10-03,96.72,89.62
2023-10-04,96.72,89.62
2023-10-05,96.72,89.62
2023-10-06,96.72,89.62
2023-10-07,96.72,89.62
2023-10-08,96.72,89.62
2023-10-09,96.72,89.62
2023-10-10,96.72,89.62
2023-10-11,96.72,89.62
2023-10-12,96.72,89.62
2023-10-13,96.72,89.62
2023-10-14,96.72,89.62
2023-10-15,96.72,89.62
2023-10-16,96.72,89.62
2023-10-17,96.72,89.62
2023-10-18,96.72,89.62
2023-10-19,96.72,89.62
2023-10-20,96.72,89.62
2023-10-21,96.72,89.62
2023-10-22,96.72,89.62
2023-10-23,96.72,89.62
2023-10-24,96.72,89.62
2023-10-25,96.72,89.62
2023-10-26,96.72,89.62
2023-10-27,96.72,89.62
2023-10-28,96.72,89.62
2023-10-29,96.72,89.62
2023-10-30,96.72,89.62
2023-10-31,96.72,89.62
2023-11-01,96.72,89.62
2023-11-02,96.72,89.62
2023-11-03,96.72,89.62
2023-11-04,96.72,89.62
2023-11-05,96.72,89.62
2023-11-06,96.72,89.62
2023-11-07,96.72,89.62
2023-11-08,96.72,89.62
2023-11-09,96.72,89.62
2023-11-10,96.72,89.62
2023-11-11,96.72,89.62
2023-11-12,96.72,89.62
2023-11-13,96.72,89.62
2023-11-14,96.72,89.62
2023-11-15,96.72,89.62
2023-11-16,96.72,89.62
2023-11-17,96.72,89.62
2023-11-18,96.72,89.62
2023-11-19,96.72,89.62
2023-11-20,96.72,89.62
2023-11-21,96.72,89.62
2023-11-22,96.72,89.62
2023-11-23,96.72,89.62
2023-11-24,96.72,89.62
2023-11-25,96.72,89.62
2023-11-26,96.72,89.62
2023-11-27,96.72,89.62
2023-11-28,96.72,89.62
2023-11-29,96.72,89.62
2023-11-30,96.72,89.62
2023-12-01,96.72,89.62
2023-12-02,96.72,89.62
2023-12-03,96.72,89.62
2023-12-04,96.72,89.62
2023-12-05,96.72,89.62
2023-12-06,96.72,89.62
2023-12-07,96.72,89.62
2023-12-08,96.72,89.62
2023-12-09,96.72,89.62
2023-12-10,96.72,89.62
2023-12-11,96.72,89.62
2023-12-12,96.72,89.62
2023-12-13,96.72,89.62
2023-12-14,96.72,89.62
2023-12-15,96.72,89.62
2023-12-16,96.72,89.62
2023-12-17,96.72,89.62
2023-12-18,96.72,89.62
2023-12-19,96.72,89.62
2023-12-20,96.72,89.62
2023-12-21,96.72,89.62
2023-12-22,96.72,89.62
2023-12-23,96.72,89.62
2023-12-24,96.72,89.62
2023-12-25,96.72,89.62
2023-12-26,96.72,89.62
2023-12-27,96.72,89.62
2023-12-28,96.72,89.62
2023-12-29,96.72,89.62
2023-12-30,96.72,89.62
2023-12-31,96.72,89.62
2024-01-01,96.72,89.62
2024-01-02,96.72,89.62
2024-01-03,96.72,89.62
2024-01-04,96.72,89.62
2024-01-05,96.72,89.62
2024-01-06,96.72,89.62
2024-01-07,96.72,89.62
2024-01-08,96.72,89.62
2024-01-09,96.72,89.62
2024-01-10,96.72,89.62
2024-01-11,96.72,89.62
2024-01-12,96.72,89.62
2024-01-13,96.72,89.62
2024-01-14,96.72,89.62
2024-01-15,96.72,89.62
2024-01-16,96.72,89.62
2024-01-17,96.72,89.62
2024-01-18,96.72,89.62
2024-01-19,96.72,89.62
2024-01-20,96.72,89.62
2024-01-21,96.72,89.62
2024-01-22,96.72,89.62
2024-01-23,96.72,89.62
2024-01-24,96.72,89.62
2024-01-25,96.72,89.62
2024-01-26,96.72,89.62
2024-01-27,96.72,89.62
2024-01-28,96.72,89.62
2024-01-29,96.72,89.62
2024-01-30,96.72,89.62
2024-01-31,96.72,89.62
2024-02-01,96.72,89.62
2024-02-02,96.72,89.62
2024-02-03,96.72,89.62
2024-02-04,96.72,89.62
2024-02-05,96.72,89.62
2024-02-06,96.72,89.62
2024-02-07,96.72,89.62
2024-02-08,96.72,89.62
2024-02-09,96.72,89.62
2024-02-10,96.72,89.62
2024-02-11,96.72,89.62
2024-02-12,96.72,89.62
2024-02-13,96.72,89.62
2024-02-14,96.72,89.62
2024-02-15,96.72,89.62
2024-02-16,96.72,89.62
2024-02-17,96.72,89.62
2024-02-18,96.72,89.62
2024-02-19,96.72,89.62
2024-02-20,96.72,89.62
2024-02-21,96.72,89.62
2024-02-22,96.72,89.62
2024-02-23,96.72,89.62
2024-02-24,96.72,89.62
2024-02-25,96.72,89.62
2024-02-26,96.72,89.62
2024-02-27,96.72,89.62
2024-02-28,96.72,89.62
2024-02-29,96.72,89.62
2024-03-01,96.72,89.62
2024-03-02,96.72,89.62
2024-03-03,96.72,89.62
2024-03-04,96.72,89.62
2024-03-05,96.72,89.62
2024-03-06,96.72,89.62
2024-03-07,96.72,89.62
2024-03-08,96.72,89.62
2024-03-09,96.72,89.62
2024-03-10,96.72,89.62
2024-03-11,96.72,89.62
2024-03-12,96.72,89.62
2024-03-13,96.72,89.62
2024-03-14,96.72,89.62
2024-03-15,94.72,87.62
2024-03-16,94.72,87.62
2024-03-17,94.72,87.62
2024-03-18,94.72,87.62
2024-03-19,94.72,87.62
2024-03-20,94.72,87.62
2024-03-21,94.72,87.62
2024-03-22,94.72,87.62
2024-03-23,94.72,87.62
2024-03-24,94.72,87.62
2024-03-25,94.72,87.62
2024-03-26,94.72,87.62
2024-03-27,94.72,87.62
2024-03-28,94.72,87.62
2024-03-29,94.72,87.62
2024-03-30,94.72,87.62
2024-03-31,94.72,87.62
2024-04-01,94.72,87.62
2024-04-02,94.72,87.62
2024-04-03,94.72,87.62
2024-04-04,94.72,87.62
2024-04-05,94.72,87.62
2024-04-06,94.72,87.62
2024-04-07,94.72,87.62
2024-04-08,94.72,87.62
2024-04-09,94.72,87.62
2024-04-10,94.72,87.62
2024-04-11,94.72,87.62
2024-04-12,94.72,87.62
2024-04-13,94.72,87.62
2024-04-14,94.72,87.62
2024-04-15,94.72,87.62
2024-04-16,94.72,87.62
2024-04-17,94.72,87.62
2024-04-18,94.72,87.62
2024-04-19,94.72,87.62
2024-04-20,94.72,87.62
2024-04-21,94.72,87.62
2024-04-22,94.72,87.62
2024-04-23,94.72,87.62
2024-04-24,94.72,87.62
2024-04-25,94.72,87.62
2024-04-26,94.72,87.62
2024-04-27,94.72,87.62
2024-04-28,94.72,87.62
2024-04-29,94.72,87.62
2024-04-30,94.72,87.62
2024-05-01,94.72,87.62
2024-05-02,94.72,87.62
2024-05-03,94.72,87.62
2024-05-04,94.72,87.62
2024-05-05,94.72,87.62
2024-05-06,94.72,87.62
2024-05-07,94.72,87.62
2024-05-08,94.72,87.62
2024-05-09,94.72,87.62
2024-05-10,94.72,87.62
2024-05-11,94.72,87.62
2024-05-12,94.72,87.62
2024-05-13,94.72,87.62
2024-05-14,94.72,87.62
2024-05-15,94.72,87.62
2024-05-16,94.72,87.62
2024-05-17,94.72,87.62
2024-05-18,94.72,87.62
2024-05-19,94.72,87.62
2024-05-20,94.72,87.62
2024-05-21,94.72,87.62
2024-05-22,94.72,87.62
2024-05-23,94.72,87.62
2024-05-24,94.72,87.62
2024-05-25,94.72,87.62
2024-05-26,94.72,87.62
2024-05-27,94.72,87.62
2024-05-28,94.72,87.62
2024-05-29,94.72,87.62
2024-05-30,94.72,87.62
2024-05-31,94.72,87.62
2024-06-01,94.72,87.62
2024-06-02,94.72,87.62
2024-06-03,94.72,87.62
2024-06-04,94.72,87.62
2024-06-05,94.72,87.62
2024-06-06,94.72,87.62
2024-06-07,94.72,87.62
2024-06-08,94.72,87.62
2024-06-09,94.72,87.62
2024-06-10,94.72,87.62
2024-06-11,94.72,87.62
2024-06-12,94.72,87.62
2024-06-13,94.72,87.62
2024-06-14,94.72,87.62
2024-06-15,94.72,87.62
2024-06-16,94.72,87.62
2024-06-17,94.72,87.62
2024-06-18,94.72,87.62
2024-06-19,94.72,87.62
2024-06-20,94.72,87.62
2024-06-21,94.72,87.62
2024-06-22,94.72,87.62
2024-06-23,94.72,87.62
2024-06-24,94.72,87.62
2024-06-25,94.72,87.62
2024-06-26,94.72,87.62
2024-06-27,94.72,87.62
2024-06-28,94.72,87.62
2024-06-29,94.72,87.62
2024-06-30,94.72,87.62
2024-07-01,94.72,87.62
2024-07-02,94.72,87.62
2024-07-03,94.72,87.62
2024-07-04,94.72,87.62
2024-07-05,94.72,87.62
2024-07-06,94.72,87.62
2024-07-07,94.72,87.62
2024-07-08,94.72,87.62
2024-07-09,94.72,87.62
2024-07-10,94.72,87.62
2024-07-11,94.72,87.62
2024-07-12,94.72,87.62
2024-07-13,94.72,87.62
2024-07-14,94.72,87.62
2024-07-15,94.72,87.62
2024-07-16,94.72,87.62
2024-07-17,94.72,87.62
2024-07-18,94.72,87.62
2024-07-19,94.72,87.62
2024-07-20,94.72,87.62
2024-07-21,94.72,87.62
2024-07-22,94.72,87.62
2024-07-23,94.72,87.62
2024-07-24,94.72,87.62
2024-07-25,94.72,87.62
2024-07-26,94.72,87.62
2024-07-27,94.72,87.62
2024-07-28,94.72,87.62
2024-07-29,94.72,87.62
2024-07-30,94.72,87.62
2024-07-31,94.72,87.62
2024-08-01,94.72,87.62
2024-08-02,94.72,87.62
2024-08-03,94.72,87.62
2024-08-04,94.72,87.62
2024-08-05,94.72,87.62
2024-08-06,94.72,87.62
2024-08-07,94.72,87.62
2024-08-08,94.72,87.62
2024-08-09,94.72,87.62
2024-08-10,94.72,87.62
2024-08-11,94.72,87.62
2024-08-12,94.72,87.62
2024-08-13,94.72,87.62
2024-08-14,94.72,87.62
2024-08-15,94.72,87.62
2024-08-16,94.72,87.62
2024-08-17,94.72,87.62
2024-08-18,94.72,87.62
2024-08-19,94.72,87.62
2024-08-20,94.72,87.62
2024-08-21,94.72,87.62
2024-08-22,94.72,87.62
2024-08-23,94.72,87.62
2024-08-24,94.72,87.62
2024-08-25,94.72,87.62
2024-08-26,94.72,87.62
2024-08-27,94.72,87.62
2024-08-28,94.72,87.62
2024-08-29,94.72,87.62
2024-08-30,94.72,87.62
2024-08-31,94.72,87.62
2024-09-01,94.72,87.62
2024-09-02,94.72,87.62
2024-09-03,94.72,87.62
2024-09-04,94.72,87.62
2024-09-05,94.72,87.62
2024-09-06,94.72,87.62
2024-09-07,94.72,87.62
2024-09-08,94.72,87.62
2024-09-09,94.72,87.62
2024-09-10,94.72,87.62
2024-09-11,94.72,87.62
2024-09-12,94.72,87.62
2024-09-13,94.72,87.62
2024-09-14,94.72,87.62
2024-09-15,94.72,87.62
2024-09-16,94.72,87.62
2024-09-17,94.72,87.62
2024-09-18,94.72,87.62
2024-09-19,94.72,87.62
2024-09-20,94.72,87.62
2024-09-21,94.72,87.62
2024-09-22,94.72,87.62
2024-09-23,94.72,87.62
2024-09-24,94.72,87.62
2024-09-25,94.72,87.62
2024-09-26,94.72,87.62
2024-09-27,94.72,87.62
2024-09-28,94.72,87.62
2024-09-29,94.72,87.62
2024-09-30,94.72,87.62
2024-10-01,94.72,87.62
2024-10-02,94.72,87.62
2024-10-03,94.72,87.62
2024-10-04,94.72,87.62
2024-10-05,94.72,87.62
2024-10-06,94.72,87.62
2024-10-07,94.72,87.62
2024-10-08,94.72,87.62
2024-10-09,94.72,87.62
2024-10-10,94.72,87.62
2024-10-11,94.72,87.62
2024-10-12,94.72,87.62
2024-10-13,94.72,87.62
2024-10-14,94.72,87.62
2024-10-15,94.72,87.62
2024-10-16,94.72,87.62
2024-10-17,94.72,87.62
2024-10-18,94.72,87.62
2024-10-19,94.72,87.62
2024-10-20,94.72,87.62
2024-10-21,94.72,87.62
2024-10-22,94.72,87.62
2024-10-23,94.72,87.62
2024-10-24,94.72,87.62
2024-10-25,94.72,87.62
2024-10-26,94.72,87.62
2024-10-27,94.72,87.62
2024-10-28,94.72,87.62
2024-10-29,94.72,87.62
2024-10-30,94.77,87.67
2024-10-31,94.77,87.67
2024-11-01,94.77,87.67
2024-11-02,94.77,87.67
2024-11-03,94.77,87.67
2024-11-04,94.77,87.67
2024-11-05,94.77,87.67
2024-11-06,94.77,87.67
2024-11-07,94.77,87.67
2024-11-08,94.77,87.67
2024-11-09,94.77,87.67
2024-11-10,94.77,87.67
2024-11-11,94.77,87.67
2024-11-12,94.77,87.67
2024-11-13,94.77,87.67
2024-11-14,94.77,87.67
2024-11-15,94.77,87.67
2024-11-16,94.77,87.67
2024-11-17,94.77,87.67
2024-11-18,94.77,87.67
2024-11-19,94.77,87.67
2024-11-20,94.77,87.67
2024-11-21,94.77,87.67
2024-11-22,94.77,87.67
2024-11-23,94.77,87.67
2024-11-24,94.77,87.67
2024-11-25,94.77,87.67
2024-11-26,94.77,87.67
2024-11-27,94.77,87.67
2024-11-28,94.77,87.67
2024-11-29,94.77,87.67
2024-11-30,94.77,87.67
2024-12-01,94.77,87.67
2024-12-02,94.77,87.67
2024-12-03,94.77,87.67
2024-12-04,94.77,87.67
2024-12-05,94.77,87.67
2024-12-06,94.77,87.67
2024-12-07,94.77,87.67
2024-12-08,94.77,87.67
2024-12-09,94.77,87.67
2024-12-10,94.77,87.67
2024-12-11,94.77,87.67
2024-12-12,94.77,87.67
2024-12-13,94.77,87.67
2024-12-14,94.77,87.67
2024-12-15,94.77,87.67
2024-12-16,94.77,87.67
2024-12-17,94.77,87.67
2024-12-18,94.77,87.67
2024-12-19,94.77,87.67
2024-12-20,94.77,87.67
2024-12-21,94.77,87.67
2024-12-22,94.77,87.67
2024-12-23,94.77,87.67
2024-12-24,94.77,87.67
2024-12-25,94.77,87.67
2024-12-26,94.77,87.67
2024-12-27,94.77,87.67
2024-12-28,94.77,87.67
2024-12-29,94.77,87.67
2024-12-30,94.77,87.67
2024-12-31,94.77,87.67
2025-01-01,94.77,87.67
2025-01-02,94.77,87.67
2025-01-03,94.77,87.67
2025-01-04,94.77,87.67
2025-01-05,94.77,87.67
2025-01-06,94.77,87.67
2025-01-07,94.77,87.67
2025-01-08,94.77,87.67
2025-01-09,94.77,87.67
2025-01-10,94.77,87.67
2025-01-11,94.77,87.67
2025-01-12,94.77,87.67
2025-01-13,94.77,87.67
2025-01-14,94.77,87.67
2025-01-15,94.77,87.67
2025-01-16,94.77,87.67
2025-01-17,94.77,87.67
2025-01-18,94.77,87.67
2025-01-19,94.77,87.67
2025-01-20,94.77,87.67
2025-01-21,94.77,87.67
2025-01-22,94.77,87.67
2025-01-23,94.77,87.67
2025-01-24,94.77,87.67
2025-01-25,94.77,87.67
2025-01-26,94.77,87.67
2025-01-27,94.77,87.67
2025-01-28,94.77,87.67
2025-01-29,94.77,87.67
2025-01-30,94.77,87.67
2025-01-31,94.77,87.67
2025-02-01,94.77,87.67
2025-02-02,94.77,87.67
2025-02-03,94.77,87.67
2025-02-04,94.77,87.67
2025-02-05,94.77,87.67
2025-02-06,94.77,87.67
2025-02-07,94.77,87.67
2025-02-08,94.77,87.67
2025-02-09,94.77,87.67
2025-02-10,94.77,87.67
2025-02-11,94.77,87.67
2025-02-12,94.77,87.67
2025-02-13,94.77,87.67
2025-02-14,94.77,87.67
2025-02-15,94.77,87.67
2025-02-16,94.77,87.67
2025-02-17,94.77,87.67
2025-02-18,94.77,87.67
2025-02-19,94.77,87.67
2025-02-20,94.77,87.67
2025-02-21,94.77,87.67
2025-02-22,94.77,87.67
2025-02-23,94.77,87.67
2025-02-24,94.77,87.67
2025-02-25,94.77,87.67
2025-02-26,94.77,87.67
2025-02-27,94.77,87.67
2025-02-28,94.77,87.67
2025-03-01,94.77,87.67
2025-03-02,94.77,87.67
2025-03-03,94.77,87.67
2025-03-04,94.77,87.67
2025-03-05,94.77,87.67
2025-03-06,94.77,87.67
2025-03-07,94.77,87.67
2025-03-08,94.77,87.67
2025-03-09,94.77,87.67
2025-03-10,94.77,87.67
2025-03-11,94.77,87.67
2025-03-12,94.77,87.67
2025-03-13,94.77,87.67
2025-03-14,94.77,87.67
2025-03-15,94.77,87.67
2025-03-16,94.77,87.67
2025-03-17,94.77,87.67
2025-03-18,94.77,87.67
2025-03-19,94.77,87.67
2025-03-20,94.77,87.67
2025-03-21,94.77,87.67
2025-03-22,94.77,87.67
2025-03-23,94.77,87.67
2025-03-24,94.77,87.67
2025-03-25,94.77,87.67
2025-03-26,94.77,87.67
2025-03-27,94.77,87.67
2025-03-28,94.77,87.67
2025-03-29,94.77,87.67
2025-03-30,94.77,87.67
2025-03-31,94.77,87.67
2025-04-01,94.77,87.67
2025-04-02,94.77,87.67
2025-04-03,94.77,87.67
2025-04-04,94.77,87.67
2025-04-05,94.77,87.67
2025-04-06,94.77,87.67
2025-04-07,94.77,87.67
2025-04-08,94.77,87.67
2025-04-09,94.77,87.67
2025-04-10,94.77,87.67
2025-04-11,94.77,87.67
2025-04-12,94.77,87.67
2025-04-13,94.77,87.67
2025-04-14,94.77,87.67
2025-04-15,94.77,87.67
2025-04-16,94.77,87.67
2025-04-17,94.77,87.67
2025-04-18,94.77,87.67
2025-04-19,94.77,87.67
2025-04-20,94.77,87.67
2025-04-21,94.77,87.67
2025-04-22,94.77,87.67
2025-04-23,94.77,87.67
2025-04-24,94.77,87.67
2025-04-25,94.77,87.67
2025-04-26,94.77,87.67
2025-04-27,94.77,87.67
2025-04-28,94.77,87.67
2025-04-29,94.77,87.67
2025-04-30,94.77,87.67
2025-05-01,94.77,87.67
2025-05-02,94.77,87.67
2025-05-03,94.77,87.67
2025-05-04,94.77,87.67
2025-05-05,94.77,87.67
2025-05-06,94.77,87.67
2025-05-07,94.77,87.67
2025-05-08,94.77,87.67
2025-05-09,94.77,87.67
2025-05-10,94.77,87.67
2025-05-11,94.77,87.67
2025-05-12,94.77,87.67
2025-05-13,94.77,87.67
2025-05-14,94.77,87.67
2025-05-15,94.77,87.67
2025-05-16,94.77,87.67
2025-05-17,94.77,87.67
2025-05-18,94.77,87.67
2025-05-19,94.77,87.67
2025-05-20,94.77,87.67
2025-05-21,94.77,87.67
2025-05-22,94.77,87.67
2025-05-23,94.77,87.67
2025-05-24,94.77,87.67
2025-05-25,94.77,87.67
2025-05-26,94.77,87.67
2025-05-27,94.77,87.67
2025-05-28,94.77,87.67
2025-05-29,94.77,87.67
2025-05-30,94.77,87.67
2025-05-31,94.77,87.67
2025-06-01,94.77,87.67
2025-06-02,94.77,87.67
2025-06-03,94.77,87.67
2025-06-04,94.77,87.67
2025-06-05,94.77,87.67
2025-06-06,94.77,87.67
2025-06-07,94.77,87.67
2025-06-08,94.77,87.67
2025-06-09,94.77,87.67
2025-06-10,94.77,87.67
2025-06-11,94.77,87.67
2025-06-12,94.77,87.67
2025-06-13,94.77,87.67
2025-06-14,94.77,87.67
2025-06-15,94.77,87.67
2025-06-16,94.77,87.67
2025-06-17,94.77,87.67
2025-06-18,94.77,87.67
2025-06-19,94.77,87.67
2025-06-20,94.77,87.67
2025-06-21,94.77,87.67
2025-06-22,94.77,87.67
2025-06-23,94.77,87.67
2025-06-24,94.77,87.67
2025-06-25,94.77,87.67
2025-06-26,94.77,87.67
2025-06-27,94.77,87.67
2025-06-28,94.77,87.67
2025-06-29,94.77,87.67
2025-06-30,94.77,87.67
2025-07-01,94.77,87.67
2025-07-02,94.77,87.67
2025-07-03,94.77,87.67
2025-07-04,94.77,87.67
2025-07-05,94.77,87.67
