Date,Petrol Price,Diesel Price
2020-05-29,71.26,69.39
2020-05-30,71.26,69.39
2020-05-31,71.26,69.39
2020-06-01,71.26,69.39
2020-06-02,71.26,69.39
2020-06-03,71.26,69.39
2020-06-04,71.26,69.39
2020-06-05,71.26,69.39
2020-06-06,71.26,69.39
2020-06-07,71.86,69.99
2020-06-08,72.46,70.59
2020-06-09,73.0,71.17
2020-06-10,73.4,71.62
2020-06-11,74.0,72.22
2020-06-12,74.57,72.81
2020-06-13,75.16,73.39
2020-06-14,75.78,74.03
2020-06-15,76.26,74.62
2020-06-16,76.73,75.19
2020-06-17,77.28,75.79
2020-06-18,77.81,76.43
2020-06-19,78.37,77.06
2020-06-20,78.88,77.67
2020-06-21,79.23,78.27
2020-06-22,79.56,78.85
2020-06-23,79.76,79.4
2020-06-24,79.76,79.88
2020-06-25,79.92,80.02
2020-06-26,80.13,80.19
2020-06-27,80.38,80.4
2020-06-28,80.38,80.4
2020-06-29,80.43,80.53
2020-06-30,80.43,80.53
2020-07-01,80.43,80.53
2020-07-02,80.43,80.53
2020-07-03,80.43,80.53
2020-07-04,80.43,80.53
2020-07-05,80.43,80.53
2020-07-06,80.43,80.53
2020-07-07,80.43,80.78
2020-07-08,80.43,80.78
2020-07-09,80.43,80.78
2020-07-10,80.43,80.78
2020-07-11,80.43,80.78
2020-07-12,80.43,80.94
2020-07-13,80.43,81.05
2020-07-14,80.43,81.05
2020-07-15,80.43,81.18
2020-07-16,80.43,81.18
2020-07-17,80.43,81.35
2020-07-18,80.43,81.52
2020-07-19,80.43,81.52
2020-07-20,80.43,81.64
2020-07-21,80.43,81.64
2020-07-22,80.43,81.64
2020-07-23,80.43,81.64
2020-07-24,80.43,81.64
2020-07-25,80.43,81.79
2020-07-26,80.43,81.94
2020-07-27,80.43,81.94
2020-07-28,80.43,81.94
2020-07-29,80.43,81.94
2020-07-30,80.43,81.94
2020-07-31,80.43,73.56
2020-08-01,80.43,73.56
2020-08-02,80.43,73.56
2020-08-03,80.43,73.56
2020-08-04,80.43,73.56
2020-08-05,80.43,73.56
2020-08-06,80.43,73.56
2020-08-07,80.43,73.56
2020-08-08,80.43,73.56
2020-08-09,80.43,73.56
2020-08-10,80.43,73.56
2020-08-11,80.43,73.56
2020-08-12,80.43,73.56
2020-08-13,80.43,73.56
2020-08-14,80.43,73.56
2020-08-15,80.43,73.56
2020-08-16,80.57,73.56
2020-08-17,80.73,73.56
2020-08-18,80.9,73.56
2020-08-19,80.9,73.56
2020-08-20,81.0,73.56
2020-08-21,81.19,73.56
2020-08-22,81.35,73.56
2020-08-23,81.49,73.56
2020-08-24,81.62,73.56
2020-08-25,81.73,73.56
2020-08-26,81.73,73.56
2020-08-27,81.83,73.56
2020-08-28,81.94,73.56
2020-08-29,81.94,73.56
2020-08-30,82.03,73.56
2020-08-31,82.03,73.56
2020-09-01,82.08,73.56
2020-09-02,82.08,73.56
2020-09-03,82.08,73.4
2020-09-04,82.08,73.4
2020-09-05,82.08,73.27
2020-09-06,82.08,73.27
2020-09-07,82.08,73.16
2020-09-08,82.08,73.16
2020-09-09,82.08,73.16
2020-09-10,81.99,73.05
2020-09-11,81.99,73.05
2020-09-12,81.86,72.93
2020-09-13,81.86,72.93
2020-09-14,81.72,72.78
2020-09-15,81.55,72.56
2020-09-16,81.55,72.56
2020-09-17,81.4,72.37
2020-09-18,81.14,72.02
2020-09-19,81.14,71.82
2020-09-20,81.14,71.58
2020-09-21,81.14,71.43
2020-09-22,81.06,71.28
2020-09-23,81.06,71.28
2020-09-24,81.06,71.28
2020-09-25,81.06,71.1
2020-09-26,81.06,70.94
2020-09-27,81.06,70.8
2020-09-28,81.06,70.71
2020-09-29,81.06,70.63
2020-09-30,81.06,70.63
2020-10-01,81.06,70.53
2020-10-02,81.06,70.46
2020-10-03,81.06,70.46
2020-10-04,81.06,70.46
2020-10-05,81.06,70.46
2020-10-06,81.06,70.46
2020-10-07,81.06,70.46
2020-10-08,81.06,70.46
2020-10-09,81.06,70.46
2020-10-10,81.06,70.46
2020-10-11,81.06,70.46
2020-10-12,81.06,70.46
2020-10-13,81.06,70.46
2020-10-14,81.06,70.46
2020-10-15,81.06,70.46
2020-10-16,81.06,70.46
2020-10-17,81.06,70.46
2020-10-18,81.06,70.46
2020-10-19,81.06,70.46
2020-10-20,81.06,70.46
2020-10-21,81.06,70.46
2020-10-22,81.06,70.46
2020-10-23,81.06,70.46
2020-10-24,81.06,70.46
2020-10-25,81.06,70.46
2020-10-26,81.06,70.46
2020-10-27,81.06,70.46
2020-10-28,81.06,70.46
2020-10-29,81.06,70.46
2020-10-30,81.06,70.46
2020-10-31,81.06,70.46
2020-11-01,81.06,70.46
2020-11-02,81.06,70.46
2020-11-03,81.06,70.46
2020-11-04,81.06,70.46
2020-11-05,81.06,70.46
2020-11-06,81.06,70.46
2020-11-07,81.06,70.46
2020-11-08,81.06,70.46
2020-11-09,81.06,70.46
2020-11-10,81.06,70.46
2020-11-11,81.06,70.46
2020-11-12,81.06,70.46
2020-11-13,81.06,70.46
2020-11-14,81.06,70.46
2020-11-15,81.06,70.46
2020-11-16,81.06,70.46
2020-11-17,81.06,70.46
2020-11-18,81.06,70.46
2020-11-19,81.06,70.46
2020-11-20,81.23,70.68
2020-11-21,81.38,70.88
2020-11-22,81.46,71.07
2020-11-23,81.53,71.25
2020-11-24,81.59,71.41
2020-11-25,81.59,71.41
2020-11-26,81.7,71.62
2020-11-27,81.89,71.86
2020-11-28,82.13,72.13
2020-11-29,82.34,72.42
2020-11-30,82.34,72.42
2020-12-01,82.34,72.42
2020-12-02,82.49,72.65
2020-12-03,82.66,72.84
2020-12-04,82.86,73.07
2020-12-05,83.13,73.32
2020-12-06,83.41,73.61
2020-12-07,83.71,73.87
2020-12-08,83.71,73.87
2020-12-09,83.71,73.87
2020-12-10,83.71,73.87
2020-12-11,83.71,73.87
2020-12-12,83.71,73.87
2020-12-13,83.71,73.87
2020-12-14,83.71,73.87
2020-12-15,83.71,73.87
2020-12-16,83.71,73.87
2020-12-17,83.71,73.87
2020-12-18,83.71,73.87
2020-12-19,83.71,73.87
2020-12-20,83.71,73.87
2020-12-21,83.71,73.87
2020-12-22,83.71,73.87
2020-12-23,83.71,73.87
2020-12-24,83.71,73.87
2020-12-25,83.71,73.87
2020-12-26,83.71,73.87
2020-12-27,83.71,73.87
2020-12-28,83.71,73.87
2020-12-29,83.71,73.87
2020-12-30,83.71,73.87
2020-12-31,83.71,73.87
2021-01-01,83.71,73.87
2021-01-02,83.71,73.87
2021-01-03,83.71,73.87
2021-01-04,83.71,73.87
2021-01-05,83.71,73.87
2021-01-06,83.97,74.12
2021-01-07,84.2,74.38
2021-01-08,84.2,74.38
2021-01-09,84.2,74.38
2021-01-10,84.2,74.38
2021-01-11,84.2,74.38
2021-01-12,84.2,74.38
2021-01-13,84.45,74.63
2021-01-14,84.7,74.88
2021-01-15,84.7,74.88
2021-01-16,84.7,74.88
2021-01-17,84.7,74.88
2021-01-18,84.95,75.13
2021-01-19,85.2,75.38
2021-01-20,85.2,75.38
2021-01-21,85.2,75.38
2021-01-22,85.45,75.63
2021-01-23,85.7,75.88
2021-01-24,85.7,75.88
2021-01-25,85.7,75.88
2021-01-26,86.05,76.23
2021-01-27,86.3,76.48
2021-01-28,86.3,76.48
2021-01-29,86.3,76.48
2021-01-30,86.3,76.48
2021-01-31,86.3,76.48
2021-02-01,86.3,76.48
2021-02-02,86.3,76.48
2021-02-03,86.3,76.48
2021-02-04,86.65,76.83
2021-02-05,86.95,77.13
2021-02-06,86.95,77.13
2021-02-07,86.95,77.13
2021-02-08,86.95,77.13
2021-02-09,87.3,77.48
2021-02-10,87.6,77.73
2021-02-11,87.85,78.03
2021-02-12,88.14,78.38
2021-02-13,88.44,78.74
2021-02-14,88.73,79.06
2021-02-15,88.99,79.35
2021-02-16,89.29,79.7
2021-02-17,89.54,79.95
2021-02-18,89.88,80.27
2021-02-19,90.19,80.6
2021-02-20,90.58,80.97
2021-02-21,90.58,80.97
2021-02-22,90.58,80.97
2021-02-23,90.93,81.32
2021-02-24,90.93,81.32
2021-02-25,90.93,81.32
2021-02-26,90.93,81.32
2021-02-27,91.17,81.47
2021-02-28,91.17,81.47
2021-03-01,91.17,81.47
2021-03-02,91.17,81.47
2021-03-03,91.17,81.47
2021-03-04,91.17,81.47
2021-03-05,91.17,81.47
2021-03-06,91.17,81.47
2021-03-07,91.17,81.47
2021-03-08,91.17,81.47
2021-03-09,91.17,81.47
2021-03-10,91.17,81.47
2021-03-11,91.17,81.47
2021-03-12,91.17,81.47
2021-03-13,91.17,81.47
2021-03-14,91.17,81.47
2021-03-15,91.17,81.47
2021-03-16,91.17,81.47
2021-03-17,91.17,81.47
2021-03-18,91.17,81.47
2021-03-19,91.17,81.47
2021-03-20,91.17,81.47
2021-03-21,91.17,81.47
2021-03-22,91.17,81.47
2021-03-23,91.17,81.47
2021-03-24,90.99,81.3
2021-03-25,90.78,81.1
2021-03-26,90.78,81.1
2021-03-27,90.78,81.1
2021-03-28,90.78,81.1
2021-03-29,90.78,81.1
2021-03-30,90.56,80.87
2021-03-31,90.56,80.87
2021-04-01,90.56,80.87
2021-04-02,90.56,80.87
2021-04-03,90.56,80.87
2021-04-04,90.56,80.87
2021-04-05,90.56,80.87
2021-04-06,90.56,80.87
2021-04-07,90.56,80.87
2021-04-08,90.56,80.87
2021-04-09,90.56,80.87
2021-04-10,90.56,80.87
2021-04-11,90.56,80.87
2021-04-12,90.56,80.87
2021-04-13,90.56,80.87
2021-04-14,90.56,80.87
2021-04-15,90.4,80.73
2021-04-16,90.4,80.73
2021-04-17,90.4,80.73
2021-04-18,90.4,80.73
2021-04-19,90.4,80.73
2021-04-20,90.4,80.73
2021-04-21,90.4,80.73
2021-04-22,90.4,80.73
2021-04-23,90.4,80.73
2021-04-24,90.4,80.73
2021-04-25,90.4,80.73
2021-04-26,90.4,80.73
2021-04-27,90.4,80.73
2021-04-28,90.4,80.73
2021-04-29,90.4,80.73
2021-04-30,90.4,80.73
2021-05-01,90.4,80.73
2021-05-02,90.4,80.73
2021-05-03,90.4,80.73
2021-05-04,90.55,80.91
2021-05-05,90.74,81.12
2021-05-06,90.99,81.42
2021-05-07,91.27,81.73
2021-05-08,91.27,81.73
2021-05-09,91.27,81.73
2021-05-10,91.53,82.06
2021-05-11,91.8,82.36
2021-05-12,92.05,82.61
2021-05-13,92.05,82.61
2021-05-14,92.34,82.95
2021-05-15,92.34,82.95
2021-05-16,92.58,83.22
2021-05-17,92.58,83.22
2021-05-18,92.85,83.51
2021-05-19,92.85,83.51
2021-05-20,92.85,83.51
2021-05-21,93.04,83.8
2021-05-22,93.04,83.8
2021-05-23,93.21,84.07
2021-05-24,93.21,84.07
2021-05-25,93.44,84.32
2021-05-26,93.44,84.32
2021-05-27,93.68,84.61
2021-05-28,93.68,84.61
2021-05-29,93.94,84.89
2021-05-30,93.94,84.89
2021-05-31,94.23,85.15
2021-06-01,94.49,85.38
2021-06-02,94.49,85.38
2021-06-03,94.49,85.38
2021-06-04,94.76,85.66
2021-06-05,94.76,85.66
2021-06-06,95.03,85.95
2021-06-07,95.31,86.22
2021-06-08,95.31,86.22
2021-06-09,95.56,86.47
2021-06-10,95.56,86.47
2021-06-11,95.85,86.75
2021-06-12,96.12,86.98
2021-06-13,96.12,86.98
2021-06-14,96.41,87.28
2021-06-15,96.41,87.28
2021-06-16,96.66,87.41
2021-06-17,96.66,87.41
2021-06-18,96.93,87.69
2021-06-19,96.93,87.69
2021-06-20,97.22,87.97
2021-06-21,97.22,87.97
2021-06-22,97.5,88.23
2021-06-23,97.5,88.23
2021-06-24,97.76,88.3
2021-06-25,97.76,88.3
2021-06-26,98.11,88.65
2021-06-27,98.46,88.9
2021-06-28,98.46,88.9
2021-06-29,98.81,89.18
2021-06-30,98.81,89.18
2021-07-01,98.81,89.18
2021-07-02,99.16,89.18
2021-07-03,99.16,89.18
2021-07-04,99.51,89.36
2021-07-05,99.86,89.36
2021-07-06,99.86,89.36
2021-07-07,100.21,89.53
2021-07-08,100.56,89.62
2021-07-09,100.56,89.62
2021-07-10,100.91,89.88
2021-07-11,100.91,89.88
2021-07-12,101.19,89.72
2021-07-13,101.19,89.72
2021-07-14,101.19,89.72
2021-07-15,101.54,89.87
2021-07-16,101.54,89.87
2021-07-17,101.84,89.87
2021-07-18,101.84,89.87
2021-07-19,101.84,89.87
2021-07-20,101.84,89.87
2021-07-21,101.84,89.87
2021-07-22,101.84,89.87
2021-07-23,101.84,89.87
2021-07-24,101.84,89.87
2021-07-25,101.84,89.87
2021-07-26,101.84,89.87
2021-07-27,101.84,89.87
2021-07-28,101.84,89.87
2021-07-29,101.84,89.87
2021-07-30,101.84,89.87
2021-07-31,101.84,89.87
2021-08-01,101.84,89.87
2021-08-02,101.84,89.87
2021-08-03,101.84,89.87
2021-08-04,101.84,89.87
2021-08-05,101.84,89.87
2021-08-06,101.84,89.87
2021-08-07,101.84,89.87
2021-08-08,101.84,89.87
2021-08-09,101.84,89.87
2021-08-10,101.84,89.87
2021-08-11,101.84,89.87
2021-08-12,101.84,89.87
2021-08-13,101.84,89.87
2021-08-14,101.84,89.87
2021-08-15,101.84,89.87
2021-08-16,101.84,89.87
2021-08-17,101.84,89.87
2021-08-18,101.84,89.67
2021-08-19,101.84,89.47
2021-08-20,101.84,89.27
2021-08-21,101.84,89.27
2021-08-22,101.64,89.07
2021-08-23,101.64,89.07
2021-08-24,101.49,88.92
2021-08-25,101.49,88.92
2021-08-26,101.49,88.92
2021-08-27,101.49,88.92
2021-08-28,101.49,88.92
2021-08-29,101.49,88.92
2021-08-30,101.49,88.92
2021-08-31,101.49,88.92
2021-09-01,101.34,88.77
2021-09-02,101.34,88.77
2021-09-03,101.34,88.77
2021-09-04,101.34,88.77
2021-09-05,101.19,88.62
2021-09-06,101.19,88.62
2021-09-07,101.19,88.62
2021-09-08,101.19,88.62
2021-09-09,101.19,88.62
2021-09-10,101.19,88.62
2021-09-11,101.19,88.62
2021-09-12,101.19,88.62
2021-09-13,101.19,88.62
2021-09-14,101.19,88.62
2021-09-15,101.19,88.62
2021-09-16,101.19,88.62
2021-09-17,101.19,88.62
2021-09-18,101.19,88.62
2021-09-19,101.19,88.62
2021-09-20,101.19,88.62
2021-09-21,101.19,88.62
2021-09-22,101.19,88.62
2021-09-23,101.19,88.62
2021-09-24,101.19,88.82
2021-09-25,101.19,88.82
2021-09-26,101.19,89.07
2021-09-27,101.19,89.32
2021-09-28,101.39,89.57
2021-09-29,101.39,89.57
2021-09-30,101.64,89.87
2021-10-01,101.89,90.17
2021-10-02,102.14,90.47
2021-10-03,102.39,90.77
2021-10-04,102.39,90.77
2021-10-05,102.64,91.07
2021-10-06,102.94,91.42
2021-10-07,103.24,91.77
2021-10-08,103.54,92.12
2021-10-09,103.84,92.47
2021-10-10,104.14,92.82
2021-10-11,104.44,93.17
2021-10-12,104.44,93.17
2021-10-13,104.44,93.17
2021-10-14,104.79,93.52
2021-10-15,105.14,93.87
2021-10-16,105.49,94.22
2021-10-17,105.84,94.57
2021-10-18,105.84,94.57
2021-10-19,105.84,94.57
2021-10-20,106.19,94.92
2021-10-21,106.54,95.27
2021-10-22,106.89,95.62
2021-10-23,107.24,95.97
2021-10-24,107.59,96.32
2021-10-25,107.59,96.32
2021-10-26,107.59,96.32
2021-10-27,107.94,96.67
2021-10-28,108.29,97.02
2021-10-29,108.64,97.37
2021-10-30,108.99,97.72
2021-10-31,109.34,98.07
2021-11-01,109.69,98.42
2021-11-02,110.04,98.42
2021-11-03,110.04,98.42
2021-11-04,103.97,86.67
2021-11-05,103.97,86.67
2021-11-06,103.97,86.67
2021-11-07,103.97,86.67
2021-11-08,103.97,86.67
2021-11-09,103.97,86.67
2021-11-10,103.97,86.67
2021-11-11,103.97,86.67
2021-11-12,103.97,86.67
2021-11-13,103.97,86.67
2021-11-14,103.97,86.67
2021-11-15,103.97,86.67
2021-11-16,103.97,86.67
2021-11-17,103.97,86.67
2021-11-18,103.97,86.67
2021-11-19,103.97,86.67
2021-11-20,103.97,86.67
2021-11-21,103.97,86.67
2021-11-22,103.97,86.67
2021-11-23,103.97,86.67
2021-11-24,103.97,86.67
2021-11-25,103.97,86.67
2021-11-26,103.97,86.67
2021-11-27,103.97,86.67
2021-11-28,103.97,86.67
2021-11-29,103.97,86.67
2021-11-30,103.97,86.67
2021-12-01,103.97,86.67
2021-12-02,95.41,86.67
2021-12-03,95.41,86.67
2021-12-04,95.41,86.67
2021-12-05,95.41,86.67
2021-12-06,95.41,86.67
2021-12-07,95.41,86.67
2021-12-08,95.41,86.67
2021-12-09,95.41,86.67
2021-12-10,95.41,86.67
2021-12-11,95.41,86.67
2021-12-12,95.41,86.67
2021-12-13,95.41,86.67
2021-12-14,95.41,86.67
2021-12-15,95.41,86.67
2021-12-16,95.41,86.67
2021-12-17,95.41,86.67
2021-12-18,95.41,86.67
2021-12-19,95.41,86.67
2021-12-20,95.41,86.67
2021-12-21,95.41,86.67
2021-12-22,95.41,86.67
2021-12-23,95.41,86.67
2021-12-24,95.41,86.67
2021-12-25,95.41,86.67
2021-12-26,95.41,86.67
2021-12-27,95.41,86.67
2021-12-28,95.41,86.67
2021-12-29,95.41,86.67
2021-12-30,95.41,86.67
2021-12-31,95.41,86.67
2022-01-01,95.41,86.67
2022-01-02,95.41,86.67
2022-01-03,95.41,86.67
2022-01-04,95.41,86.67
2022-01-05,95.41,86.67
2022-01-06,95.41,86.67
2022-01-07,95.41,86.67
2022-01-08,95.41,86.67
2022-01-09,95.41,86.67
2022-01-10,95.41,86.67
2022-01-11,95.41,86.67
2022-01-12,95.41,86.67
2022-01-13,95.41,86.67
2022-01-14,95.41,86.67
2022-01-15,95.41,86.67
2022-01-16,95.41,86.67
2022-01-17,95.41,86.67
2022-01-18,95.41,86.67
2022-01-19,95.41,86.67
2022-01-20,95.41,86.67
2022-01-21,95.41,86.67
2022-01-22,95.41,86.67
2022-01-23,95.41,86.67
2022-01-24,95.41,86.67
2022-01-25,95.41,86.67
2022-01-26,95.41,86.67
2022-01-27,95.41,86.67
2022-01-28,95.41,86.67
2022-01-29,95.41,86.67
2022-01-30,95.41,86.67
2022-01-31,95.41,86.67
2022-02-01,95.41,86.67
2022-02-02,95.41,86.67
2022-02-03,95.41,86.67
2022-02-04,95.41,86.67
2022-02-05,95.41,86.67
2022-02-06,95.41,86.67
2022-02-07,95.41,86.67
2022-02-08,95.41,86.67
2022-02-09,95.41,86.67
2022-02-10,95.41,86.67
2022-02-11,95.41,86.67
2022-02-12,95.41,86.67
2022-02-13,95.41,86.67
2022-02-14,95.41,86.67
2022-02-15,95.41,86.67
2022-02-16,95.41,86.67
2022-02-17,95.41,86.67
2022-02-18,95.41,86.67
2022-02-19,95.41,86.67
2022-02-20,95.41,86.67
2022-02-21,95.41,86.67
2022-02-22,95.41,86.67
2022-02-23,95.41,86.67
2022-02-24,95.41,86.67
2022-02-25,95.41,86.67
2022-02-26,95.41,86.67
2022-02-27,95.41,86.67
2022-02-28,95.41,86.67
2022-03-01,95.41,86.67
2022-03-02,95.41,86.67
2022-03-03,95.41,86.67
2022-03-04,95.41,86.67
2022-03-05,95.41,86.67
2022-03-06,95.41,86.67
2022-03-07,95.41,86.67
2022-03-08,95.41,86.67
2022-03-09,95.41,86.67
2022-03-10,95.41,86.67
2022-03-11,95.41,86.67
2022-03-12,95.41,86.67
2022-03-13,95.41,86.67
2022-03-14,95.41,86.67
2022-03-15,95.41,86.67
2022-03-16,95.41,86.67
2022-03-17,95.41,86.67
2022-03-18,95.41,86.67
2022-03-19,95.41,86.67
2022-03-20,95.41,86.67
2022-03-21,95.41,86.67
2022-03-22,96.21,87.47
2022-03-23,97.01,88.27
2022-03-24,97.01,88.27
2022-03-25,97.81,89.07
2022-03-26,98.61,89.87
2022-03-27,99.11,90.42
2022-03-28,99.41,90.77
2022-03-29,100.21,91.47
2022-03-30,101.01,92.27
2022-03-31,101.81,93.07
2022-04-01,101.81,93.07
2022-04-02,102.61,93.87
2022-04-03,103.41,94.67
2022-04-04,103.81,95.07
2022-04-05,104.61,95.87
2022-04-06,105.41,96.67
2022-04-07,105.41,96.67
2022-04-08,105.41,96.67
2022-04-09,105.41,96.67
2022-04-10,105.41,96.67
2022-04-11,105.41,96.67
2022-04-12,105.41,96.67
2022-04-13,105.41,96.67
2022-04-14,105.41,96.67
2022-04-15,105.41,96.67
2022-04-16,105.41,96.67
2022-04-17,105.41,96.67
2022-04-18,105.41,96.67
2022-04-19,105.41,96.67
2022-04-20,105.41,96.67
2022-04-21,105.41,96.67
2022-04-22,105.41,96.67
2022-04-23,105.41,96.67
2022-04-24,105.41,96.67
2022-04-25,105.41,96.67
2022-04-26,105.41,96.67
2022-04-27,105.41,96.67
2022-04-28,105.41,96.67
2022-04-29,105.41,96.67
2022-04-30,105.41,96.67
2022-05-01,105.41,96.67
2022-05-02,105.41,96.67
2022-05-03,105.41,96.67
2022-05-04,105.41,96.67
2022-05-05,105.41,96.67
2022-05-06,105.41,96.67
2022-05-07,105.41,96.67
2022-05-08,105.41,96.67
2022-05-09,105.41,96.67
2022-05-10,105.41,96.67
2022-05-11,105.41,96.67
2022-05-12,105.41,96.67
2022-05-13,105.41,96.67
2022-05-14,105.41,96.67
2022-05-15,105.41,96.67
2022-05-16,105.41,96.67
2022-05-17,105.41,96.67
2022-05-18,105.41,96.67
2022-05-19,105.41,96.67
2022-05-20,105.41,96.67
2022-05-21,105.41,96.67
2022-05-22,96.72,89.62
2022-05-23,96.72,89.62
2022-05-24,96.72,89.62
2022-05-25,96.72,89.62
2022-05-26,96.72,89.62
2022-05-27,96.72,89.62
2022-05-28,96.72,89.62
2022-05-29,96.72,89.62
2022-05-30,96.72,89.62
2022-05-31,96.72,89.62
2022-06-01,96.72,89.62
2022-06-02,96.72,89.62
2022-06-03,96.72,89.62
2022-06-04,96.72,89.62
2022-06-05,96.72,89.62
2022-06-06,96.72,89.62
2022-06-07,96.72,89.62
2022-06-08,96.72,89.62
2022-06-09,96.72,89.62
2022-06-10,96.72,89.62
2022-06-11,96.72,89.62
2022-06-12,96.72,89.62
2022-06-13,96.72,89.62
2022-06-14,96.72,89.62
2022-06-15,96.72,89.62
2022-06-16,96.72,89.62
2022-06-17,96.72,89.62
2022-06-18,96.72,89.62
2022-06-19,96.72,89.62
2022-06-20,96.72,89.62
2022-06-21,96.72,89.62
2022-06-22,96.72,89.62
2022-06-23,96.72,89.62
2022-06-24,96.72,89.62
2022-06-25,96.72,89.62
2022-06-26,96.72,89.62
2022-06-27,96.72,89.62
2022-06-28,96.72,89.62
2022-06-29,96.72,89.62
2022-06-30,96.72,89.62
2022-07-01,96.72,89.62
2022-07-02,96.72,89.62
2022-07-03,96.72,89.62
2022-07-04,96.72,89.62
2022-07-05,96.72,89.62
2022-07-06,96.72,89.62
2022-07-07,96.72,89.62
2022-07-08,96.72,89.62
2022-07-09,96.72,89.62
2022-07-10,96.72,89.62
2022-07-11,96.72,89.62
2022-07-12,96.72,89.62
2022-07-13,96.72,89.62
2022-07-14,96.72,89.62
2022-07-15,96.72,89.62
2022-07-16,96.72,89.62
2022-07-17,96.72,89.62
2022-07-18,96.72,89.62
2022-07-19,96.72,89.62
2022-07-20,96.72,89.62
2022-07-21,96.72,89.62
2022-07-22,96.72,89.62
2022-07-23,96.72,89.62
2022-07-24,96.72,89.62
2022-07-25,96.72,89.62
2022-07-26,96.72,89.62
2022-07-27,96.72,89.62
2022-07-28,96.72,89.62
2022-07-29,96.72,89.62
2022-07-30,96.72,89.62
2022-07-31,96.72,89.62
2022-08-01,96.72,89.62
2022-08-02,96.72,89.62
2022-08-03,96.72,89.62
2022-08-04,96.72,89.62
2022-08-05,96.72,89.62
2022-08-06,96.72,89.62
2022-08-07,96.72,89.62
2022-08-08,96.72,89.62
2022-08-09,96.72,89.62
2022-08-10,96.72,89.62
2022-08-11,96.72,89.62
2022-08-12,96.72,89.62
2022-08-13,96.72,89.62
2022-08-14,96.72,89.62
2022-08-15,96.72,89.62
2022-08-16,96.72,89.62
2022-08-17,96.72,89.62
2022-08-18,96.72,89.62
2022-08-19,96.72,89.62
2022-08-20,96.72,89.62
2022-08-21,96.72,89.62
2022-08-22,96.72,89.62
2022-08-23,96.72,89.62
2022-08-24,96.72,89.62
2022-08-25,96.72,89.62
2022-08-26,96.72,89.62
2022-08-27,96.72,89.62
2022-08-28,96.72,89.62
2022-08-29,96.72,89.62
2022-08-30,96.72,89.62
2022-08-31,96.72,89.62
2022-09-01,96.72,89.62
2022-09-02,96.72,89.62
2022-09-03,96.72,89.62
2022-09-04,96.72,89.62
2022-09-05,96.72,89.62
2022-09-06,96.72,89.62
2022-09-07,96.72,89.62
2022-09-08,96.72,89.62
2022-09-09,96.72,89.62
2022-09-10,96.72,89.62
2022-09-11,96.72,89.62
2022-09-12,96.72,89.62
2022-09-13,96.72,89.62
2022-09-14,96.72,89.62
2022-09-15,96.72,89.62
2022-09-16,96.72,89.62
2022-09-17,96.72,89.62
2022-09-18,96.72,89.62
2022-09-19,96.72,89.62
2022-09-20,96.72,89.62
2022-09-21,96.72,89.62
2022-09-22,96.72,89.62
2022-09-23,96.72,89.62
2022-09-24,96.72,89.62
2022-09-25,96.72,89.62
2022-09-26,96.72,89.62
2022-09-27,96.72,89.62
2022-09-28,96.72,89.62
2022-09-29,96.72,89.62
2022-09-30,96.72,89.62
2022-10-01,96.72,89.62
2022-10-02,96.72,89.62
2022-10-03,96.72,89.62
2022-10-04,96.72,89.62
2022-10-05,96.72,89.62
2022-10-06,96.72,89.62
2022-10-07,96.72,89.62
2022-10-08,96.72,89.62
2022-10-09,96.72,89.62
2022-10-10,96.72,89.62
2022-10-11,96.72,89.62
2022-10-12,96.72,89.62
2022-10-13,96.72,89.62
2022-10-14,96.72,89.62
2022-10-15,96.72,89.62
2022-10-16,96.72,89.62
2022-10-17,96.72,89.62
2022-10-18,96.72,89.62
2022-10-19,96.72,89.62
2022-10-20,96.72,89.62
2022-10-21,96.72,89.62
2022-10-22,96.72,89.62
2022-10-23,96.72,89.62
2022-10-24,96.72,89.62
2022-10-25,96.72,89.62
2022-10-26,96.72,89.62
2022-10-27,96.72,89.62
2022-10-28,96.72,89.62
2022-10-29,96.72,89.62
2022-10-30,96.72,89.62
2022-10-31,96.72,89.62
2022-11-01,96.72,89.62
2022-11-02,96.72,89.62
2022-11-03,96.72,89.62
2022-11-04,96.72,89.62
2022-11-05,96.72,89.62
2022-11-06,96.72,89.62
2022-11-07,96.72,89.62
2022-11-08,96.72,89.62
2022-11-09,96.72,89.62
2022-11-10,96.72,89.62
2022-11-11,96.72,89.62
2022-11-12,96.72,89.62
2022-11-13,96.72,89.62
2022-11-14,96.72,89.62
2022-11-15,96.72,89.62
2022-11-16,96.72,89.62
2022-11-17,96.72,89.62
2022-11-18,96.72,89.62
2022-11-19,96.72,89.62
2022-11-20,96.72,89.62
2022-11-21,96.72,89.62
2022-11-22,96.72,89.62
2022-11-23,96.72,89.62
2022-11-24,96.72,89.62
2022-11-25,96.72,89.62
2022-11-26,96.72,89.62
2022-11-27,96.72,89.62
2022-11-28,96.72,89.62
2022-11-29,96.72,89.62
2022-11-30,96.72,89.62
2022-12-01,96.72,89.62
2022-12-02,96.72,89.62
2022-12-03,96.72,89.62
2022-12-04,96.72,89.62
2022-12-05,96.72,89.62
2022-12-06,96.72,89.62
2022-12-07,96.72,89.62
2022-12-08,96.72,89.62
2022-12-09,96.72,89.62
2022-12-10,96.72,89.62
2022-12-11,96.72,89.62
2022-12-12,96.72,89.62
2022-12-13,96.72,89.62
2022-12-14,96.72,89.62
2022-12-15,96.72,89.62
2022-12-16,96.72,89.62
